comment,sentiment,review_rating,author_total_reviews_count
"Best Service My mom received the most excellent service from Outsurance from Dev Pillay-Riches, i have never heard this type of satisfying service and diligence this man dealt with my moms query. He was quick and efficient and I must say I recommend Outsurance to anyone and I am please about everything and even my mom said so that he is the best of the best.  Outsurance please give Dev Pillay-Riches a bell or an increase.",1,5,16
Excellent customer service I would like to thank Jackson Baloyi from outsurance for excellent job,1,5,6
"Highly Recommend Thank you to Reaobaka Motsuenyane from the Outsurance Pet Medical Aid devision. I received great service, and he was very patient and helpful with all my many questions.",1,5,4
Thank you OUTsurance and NTIVO TOWING Thank you OUTsurance and NTIVO TOWING for the awesome service today! My son broke down today and you guys sorted everything out chop chop! It is so great to have a company that you can rely on these say.,1,5,12
"AMAZING CUSTOMER SERVICE Good day 

Once again i would like to commend Outscurance on the excellent service i am receiving from them with regards to my claim. It really has been a hassle free and dare i say pleasurable experience. I wish to emphasize the speed and efficiency that Outscurance assisted me was never before seen at any company i have ever done insurance with.

Outscurance is in my book definitely at the forefront of the customer service orientated Insurance business.

Weather or not you are a customer let me reassure you that they certainly were with me holding my hand and guiding me through the claims process and most importantly delivering on all the aspects of my claim exactly when and how they said they would.

Thank you Outcurance you certainly do exactly what you say you do.",1,5,3
"APPRECIATION - ANTHONY COLEMAN Good day,

I would like to express my appreciation to one of the Outsurance consultants Anthony Coleman with the personal way he assisted me with a claim after I was mugged and my port-folio and a few other items were stolen.  Anthony went out of his way to assist me to re-imburse me with the stolen goods, but unfortunately certain items were not covered by ""Out and About"".  I fully understand that he had to work within these guidelines, yet he still went out of his way to see whether Outsurance could compensate me within the policy guidelines.  He really went the ""extra mile"".  
I just want to put my appreciation in writing to ensure that it is passed onto him.

Outsurance.  Once again.  You PRACTISE what you PREECH.

Kind regards,

Michal Grobbelaar - ********** - ***********",1,5,6
Outsurance is Tops We phoned outsurance last night at 18h30 to  hange banking details . They were super professional and friendly . Made us laugh . Love outsurance,1,5,5
"Easy convenient claim process It's my Second time doing a claim with them and I just say I'm very happy with their service, Online claim! Easy fast and very convenient! I sleep better at night knowing that I'm insured with them",1,5,13
"Service with a smile This is no complaint but an appraisal. This is the 2nd time over 2 years I had to call Outsurance for road assistance. Both instances my Merc auto starter motor let me down at a shopping center. After contacting Outsurance, explained my trouble, I was told to be calm, if we lose communication they will contact me. With my location on I had nothing els to do. I received an estimate time of arrival of the breakdown via SMS. The breakdown arrived on time and stop next to me and load the vehicle on a low bed and my troubles was over. Twice Outsurance made me feel that they care, even with a small problem their well planned system get to work and relieve you from what is for you at that time a major disaster. Well done Outsurance. Insurance of trust and care.",1,5,2
"AWESOME SERVICE I am over the moon with the service ladies from Outsurance.  Lovely lady called me in the week I just cant remember her name correcertly Busisiwe Ngoma and another lady. We had a nice chat and she said I done quote I the past with Outsurance I said lady am happy where I am which is my current insurer she then said lets she if we can safe you money on your car insurance and I said to her if not will you guys pay me and she said Yes so I said okay lets. We done the quote unfortunately it was more then what I currently pay the the lady did say am so sorry we couldn't win your over us our customer and mine you she did Objection handle unlike other guys in the past when I use to say no they will try to force me to take the product but after hearing alot of NO`s the guys will just  drop the call but , Busisiwe was brilliant she understood me and I just might in future get essential's for one of my  other car that's not insured. She handle me very well and am greatful there for. She send me and sms to claim R1500 Which I followed but was some system issues then I was helped by lady  from Promo  Dineo None which took me through the entire process on what she needed from me I've done it all not that I wanted the money or anything but just to see if its through that Outsurance will really pay you even if you not their customer and it work a 100%. I did receive the funds and its a 100% true , Thank you Outsurance for having such awesome ladies that listen with understanding and not just to reply both ladies are very friendly and have great patience I Love the service you guy give as you guys are the face of The company. Busisiwe and Dineo Thank you guys so much keep it up.",1,5,12
"Disappointed client Last month I was phoned by a consultant, who said that I was getting a bonus on my premium for December and would only pay half the usual premium. On looking at my bank statement I see my premium was not reduced at all.
Today, I phoned Outsurance to query why this happened and was told that the consultant I spoke to can only ask for leads to new customers, and not give any financial advice. On answer to my call, I was given a slight reduction, just over R100, on my policy up until May. I have been with outsurance for over 20 years and am disappointed.",1,5,3
Well done Outsurance!! As per usual I can only commend Outsurance for the outstanding service they provide. Throughout the claim process everything ran like clockwork. The assistance from the claim advisor Mr Michael Pietersen was great. Wish more companies could have these processes and structures in place.,1,5,7
"APPRECIATION FOR EXCELLENT SERVICE : OUTSURANCE I would like to express my appreciation to two employees of Outsurance.  Anthony Coleman assisted me with my claim.  He was extremely helpful, professional and very friendly.
Then to Siviwe Nkombisa at the reception at the Outsurance office in Port Elizabeth.  As usual he is very friendly, polite and dresses impeccably.
Outsurance - a BIG THANK YOU for these two employees who assisted me in such a professional manner.  You have two great assets in these two men.  
Everytime that I had to do business with my Outsurance policy, I have received excellent service.
Keep it up Outsurance.
Kind regards.  Michal Grobbelaar - ********** - ***********",1,5,6
"72 Milner Road Repairs My claim number was **********48. My house caught fire on 26 June, and the upper story was very badly damaged. I lodged a claim with Outsurance, who sent a forensic investigator to determine the cause, and named Stephan De Beer as the Project Manager. The contractor for the building repair, which included a new roof, was Western Province Construction. The process has been a long one, lasting altogether close to five months. I am very satisfied with the way the contractors worked, keeping lines of communication open, being realistic about time frames, and maintaining a friendly, amicable and flexible attitude. I'd like to name specifically Andries Jacobs and Antoinette Visagie and their team including Zali and Tsepo, both of whom stayed in the house providing security for some weeks. 

In addition, I was able to negotiate with Western Province Construction to undertake some private work in connection with the rehabilitation of the house, which was also carried out promptly and on budget.

Dr Colin Darch
3 December 2021",1,5,1
"Tremendous service Maphalo Khumalo I would like say thank you to Maphalo Khumalo for the tremendous beautiful service she has rendered when she was assisting me with a quotation .She has a good sense of humor, she is friendly and you would swear I was talking to an old friend of mine hahaha outsurance has an asset in you never stop giving awesome service when the time is right a leadership position awaits you ma Mtungwa .",1,5,12
"Outsurance,  Good value for my money With Outsurance I really got something out. Claim registration was quick and easy. Thokozani Msibi waa constantly in touch with me giving feedback on each and every step step of his investigation. He was always clear on what he needs and he needs it to fast track the validation process of my claim. Friendly agents who understand my loss from registration to payout. Thank you guys and all the best. OUTSURANCE.....",1,5,1
"I lost hope in outsurance <div>I had such a bad experience with one on the contractors they used. but thanks to Tshego Kgoele and Vinolia Eduwo for their assistance and care they turned everything around and made my day so much better yesterday.

Tshego kept calling me and updating me on the progress of my refund and doing everything in her best to get me my refund. Vinolia did her best as well by calling around and making sure that I get refunded as soon as possible. 

I lost hope in outsurance but thanks to these two fantastic ladies who restored it. with employees like these working for outsurnace you cant go wrong. they are truly invaluable assets to OUTSURANCE.

thanks Ladies</div>",1,5,22
"Possible claim Yes indeed truly a mighty fine gentleman and oh so professional.
Keep flying the Outsurance's  flag higher.  Regards Junaid and Kashiefa",1,5,1
"My Monday started very pleasantly....Outsurance... I just spoke to one of your personal insurance agents, and she was a peach. Helpful, and understood everything I asked. I can't remember her name but it was 8:50 am on the 29 Nov 2021. If you trace her, please thank her for me and give her a raise. It's people like this that will keep your name high. Should you require my policy number, please send private message. Michael",1,5,10
Very helpful and query resolved quickly Thank you for swift feedback and resolving my query. I spoke to Charles Van Rooyen he was very helpful.,1,5,9
"3rd party Bonolo Chuene To Outsurance,Mmeli Mnguni and everyone who was involved in my matter I just wanna thank you and say big up to Outsurance to re look into the situation where I was bumped by their client. The matter was resolved peacefully after the agreement and I am grateful for the outcome.",1,5,9
"COMMENDATION: DONNY REDDY COMMENDATION: Donny Reddy
I would just like to give a HUGE shout out for Consultants: Donny Reddy who assisted me with my accident.  The service he provide is unbelievable.  Lodging a claim is all done telephonically and efficient.  Finalisation of any claim never exceeded more than 2 weeks.  He kept me updated during the entire process and sometimes just a curteous call.  I will never change my insurance, even if others can reduce monthly charge.  Outsurance  you are simply the best.  Donny went way beyond his call of duty on this and always made me smile and put me at ease.",1,5,5
"OUTsurance the only way to stay OUT of trouble Hi OUTsurance Team, I just really need to get this off my chest...... what an Amazing Team, Londiwe Mathumulo, you are my Hero, you are an absolute gem and one hell of an asset to your company, i have never dealt with a more articulate and commited consultant than you, Thank you so very much for standing by our side with the whole claims process, I honestly dont care what the haters below and above me reply, because there will always be issues in life and if you as a person are so illiterate to not go through your policy schedule, how can you put a complaint down, My honest opinion, if you angry with life dont take it out on one hell of an amazing OUTsurance Team. Thanks again for everything OUTsurance, Mitch",1,5,1
"Outsurance's Best go to Guy: Marko Netto Spoke to Marko Netto, possibly the best insurance sales representative. Kind, on point and gets to what is important for the customer, is the price right or not.",1,5,1
"Impressive service and quick response to claim I took my sick cat to the vet on 17 Nov 2021, paid for the consultation and meds and sumbitted the claim to the Pet Insurance Dept on the 18th. On the 19th I got a call from Chanelle Stuurman,the claims advisor to inform me that they got my claim and that I will be reimbursed within 2 to 3 working days.
Today, on the 20th, I got a sms to say that a payment was done by Outsurance. Needless to say I am very impressed by the quick response to my claim by them. Very friendly consultants that is always willing to assist.
Thanks guys! Your service is excellent!",1,5,58
"Great Service!!!!! Yesterday I required roadside assistance, I called Outsurance and spoke to an amazing lady who's name escapes me right now. I told her that I currently do not have a cellphone and I was worried that the breakdown truck she was sending would struggle to locate me. She was polite and very professional. The great thing was that I did not have to wait long for help and the gentleman from the breakdown company was incredible. 
I'm writing this review because great service is so rare these days and I'm just grateful that there are still company's that value their clients and go over and beyond.",1,5,14
"HENDRY MADZINHANDELA HENDRY MADZINHANDELA

Great customer service, excellent product knowledge, excellent negotiation skills, and good telephone etiquettes.

I am SOLD! well done, keep it up.",1,5,2
"Excellent Service From Outsurance Good day

I would like to inform all the public of the excellent service i received from Outsurance with handling my claim.
From the onset of the first phone call to lodge my claim up to the end it was an absolute pleasure dealing with their staff.

A very special mention to Mr. Aubrey Aucamp and his team for their professional conduct as well as their genuine concern for the trauma we had suffered.
Aubrey and his team were a joy to work with and Outsurance should be proud of having the type of staff that makes customers very relaxed and looked after in a time of need.

People honestly speaking Outsurance is the only way to do insurance in our Country

God Bless and Kind regards

Lolly Ribiero de Souza 
(A Proud Outsurance Customer)",1,5,3
"Joel Mhlongo! You give great service This is to Joel Mhlongo. From day 1 my vehicle was in an accident, he's been so helpful and giving me great service. He responds to emails and gives feedback no matter what it is. He follows up. Exactly the kind of service I pay for. He's a definite yes!! Keep up the good work Joel.",1,5,18
"Claims process has never been smoother One thing about outsurance, they will not try to scam you out of your claim. I had my car insured by them and home contents. I have had to claim for both and both processes have been smooth. Submit the claim on the app, they assign someone to your claim instantly and they call within minutes to process the claim. I love outsurance.",1,5,23
"Thank you for your good service and thoughtfulness Whenever I have claimed I had never had any issues, my claims were processed fast and they were very helpful. I received a call 3 weeks ago saying I will be receiving a gift from outsurance. It arrived yesterday and to my surprise it was so thoughtful and personal. I would like to say thank you not just for the gift or the good service but also for taking such note and having attention to detail it was Realy appreciated.",1,5,11
"Excellent Outsurance Service I can only praise the Outsurance Team when I needed them after a break-in followed by a lightning strike a few months later. Their service was brilliant and the Team was very efficicent, Speedy, friendly and accomodating. Well done and thank you!",1,5,1
"THANK YOU QUINN Wow.. it is all I’m going to say.. last year dealing with Dixie.. this year Quinn was an absolute superstar.. starting from Lourindo who started our claim.. to Quinn.. you certainly do have the best staff working for you guys.. thank you to both young men for their help, time and assistance.. we appreciate you",1,5,4
Outsurance help to keep the peace I just want thank Outsuance for keeping the peace between my neighbor and myself while I sit at work. We have a very big tree in the corner of my yard and my neighbor asked us to please trim it as it makes a mess in their yard. One phone call to Outsurance and they send someone out to trim the tree and the neighbor is a happy chappy. My husband works on the farm and I have to keep the town house in running condition and this is such a nice gesture Help it out and make like so much easier for me. THANKS OUTSURANCE you are the best,1,5,57
"Pet Insurance - Excellent Product I am EXTREMELY impressed with the Pet Insurance offered by Outsurance. We got our very spoilt, but extremely accident prone Boerboel in August of 2019. Love her to bits! But my goodness, the Vet bills are unbelievable. We joined another insurer in June 2020. For the year of our membership, they have not paid a single claim. We transferred to the Executive Plan on Outsurance a year later, and last month, our doggie broke her tooth, which unfortunately had to be removed. Her routine injections and nail trims were done at the same time. Outsurance paid for everything! They are amazing. I can honestly recommend their Pet Cover. A great product from a Top Insurer.",1,5,12
Today I received a call by Ms Gina Fortuin who was of great help and assistance Today I received a call by Ms Gina Fortuin who was of great help and assistance. She was very helpful and professional 👏. Once again thank you for your assistance Gina 😊 much appreciated.,1,5,3
⭐️⭐️⭐️⭐️⭐️ OUTsurance They living up to their promise. My R500 promo competition is paid for not beating my current insurance premium. Big up OUTsurance 🌟🌟🌟🌟🌟,1,5,10
"OUTsurance’s (Leago) : phenomenal service My car broke down in Dullstroom and I needed to get it back to JHB on a flatbed. The “roadside assistance” that I received from Leago at OUTsurance was phenomenal. He was courteous, helpful, informative and kept in touch. Best service that I’ve received from anyone this year! 10/10. Thanks Leago! You are amazing!",1,5,1
Great service Received brilliant service from Carey Victor with my pet insurance quote. Keep up the friendly service.,1,5,5
"Great service from outsurance life Doug Gordon I just want to complement Dough Gordon for his care and patience during my heart attack in September 2021 ,he called me every now and again to hear how I am doing and I am very thankful for that.

He makes outsurance look very good.

Give him a platinum reward for quality service.(preferably cash/bonus) for his efforts 👌",1,5,10
"Outstanding service, absolutely amazing I just want to thank Tshiamo Konopi for the amazing service. Dealing with outsurance as a third party was an absolute pleasure. Thank you for the speedy assistance.",1,5,13
"Salute for Outsurance and Portia Mthembu you deserve  a Platinum for your service. Thank you to Portia Mthembu we didn't start on a nice way after i was involved in Car accident on Saturday but she understood the trauma i experienced. Professionalism is un explainable , you deserve more than 5 star girl  ...Platinum for you. Outsurance you always come true for me ...I salute you.",1,5,6
"Outsurance Pet Insurance I wish to convey complete satisfaction with the service I received from Outsurance Pet insurance re my claims. After two after hours visits to the Cape Animal Hospital within the space of 5 days, both claims were handled expeditiously and a typical friendly manner by Cynthia Kekana and Chanelle A Stuurman, within two days respectively. Thank you for delivering what you promised and making life a whole lot easier.",1,5,3
"Outsurance Service and Premiums I have been with Outsurance for three years, and every year they are very understanding on the premium annual increases on my house content and car. They are able to understand my concerns and even reduce my premiums to assist. 

Thank you Outsurance for the service and assistance.",1,5,2
"Bianka (with a K) is a SUPER STAR! Yes she is🤩⭐️ So its the time of year again where you need to start looking at what you spend and is it the best cover. And I have filled in quite a few call back requests from a few insurers.

And OUT was one of the first to contact me back - on a holiday mind you. I was helped by Bianka (with a K 😁) and she was super helpful and friendly, helped me with quotes on all items. She was attentive to what I said and also gave me the best advice on pricing, product and all things I asked.

Needless to say I am an OUTIE again - with insurance. And maybe in future would be able to bring on over all my other things once my profiles more favourable on vehicle😅

Thank you Bianka for your help!",1,5,12
"Outsurance - service above and beyond. Fantastic service from Sethu Mafu and various others dealing with an issue that was not their fault. They stood by the whole time and their communication and feedback was faultless. Hard to believe, but I was hit from behind and my car  damaged again less than 1 month after first accident and before repairs were fully complete.
I am surprised they are still talking to me after having paid me a no-claim bonus the month before! Great to deal with a really competent and friendly bunch of people.",1,5,14
excellent 3 Excellent service received from the moment my claim was made till it was settled,1,5,5
"A Gem of a Person at Outsurance Just a shout out to Alice from Outsurance; 
Alice,, I would like to thank you for your assistance this morning. Your bubbly personality and cheerfulness helped put a smile on my face. In difficult times it is hard to keep our spirits up, and your good cheer helped me immensely.
The professionalism you showed is a great asset to have and Outsurance has a gem in you.
Thank you once again
A de Oliveira",1,5,3
"Great service when I needed it Sadly I think we all tend to complain about poor service and seldom praise great service, so here goes a first for me. I recently claimed on my water damaged  laptop and the entire experience from start to finish with Outsurance and Ms Behariral, the agent who dealt with me was an absolute pleasure. They were fast, efficient and paid me out in full. Well done to a local company that's doing it right!",1,5,2
"OUTSURANCE -  OUTSTANDING ALL THE TIME Outsurance is OUTstanding!!!
The only company I have ever engaged with, which will ask you ""are you calling from your mobile? Can we call you back? we understand that it might be a long wait time, we are happy to call you back instead""

The only insurance company which is so transparent in their interaction with you.
Friendly, comforting and understanding employees all the time, very consistent.
They never assume mal intent when lodging a claim. They follow due diligence which is normal but for the most they are outstanding in their turnaround and solving the issues at hand!

I WOULD RECOMMEND OUTSURANCE ANYTIME! THEY ARE REASONABLY PRICED AND A GREAT BUNCH OF PEOPLE TO HAVE IN YOUR CORNER WHEN YOU NEED THEM MOST!!!!!

MOST COMPANIES IN SA SHOULD TAKE A PAGE OUT OF OUTSURANCE BOOK IF YOU REALLY WANT TO UNDERSTAND AND KNOW ABOUT CUSTOMER SERVICE AND HOW TO HANDLE OR TREAT YOUR CLIENTS!",1,5,3
"Outsurance Recently I was in a Motor Vehicle accident.
I was treated professionally, and with the resect.
The Assessor SIKHULILE MDLULI, was very helpful, and I was constantly kept up to date on the progress of my claim.
Sikhulile you are a star, and I am impressed with your dedication, and the manner   that you handled my  claim.
To the Legal Department of Outsurance.
I appreciate your assistance and advise.
You guys are absolute professional.
Outsurance 100%",1,5,6
"Thank You Outsurance Thank you Mason and Nolo at Outsurance for helping my 85 year old Mother In Law with changing her insurance.  So easy and so helpful.  We always forget to say thank you for great service.

Adele",1,5,3
"Excellent Customer Care and Service Received from Zinhle Nzina I would like to extend my personal thanks to Zinhle Nzinq in the pet insurance department who assisted me with the upmost care, compassion and professionalism that has exceeded my expectations. 

You have done a wonderful job in assisting me with my policy today and you've left me as a happy customer. 

Please keep up the wonderful job that your doing!",1,5,36
"Happy with the service The best insurance company ever, i had an accident claim n the reponse was quick and everything went smooth. I even got my access back from the person who crashed into my car. And i had issues with my geyser same thing quck reponse and it was fixed the same day",1,5,3
"Good customer care Good customer service, my issue was solved by a professional. Thanks to Warren Van Wyk",1,5,9
"Disappointed I,Sandhiya Beharie would like to state my disapointment with the above mentioned company.My late brother ,OD Maraj  I'd 610****240081,had a household insurance cover with outsurance.The premiums were paid off my bank account. When my brother passed on in January 2021,I called outsurance, and asked a consultant to cancel this policy.
I became ill with covid and
Was hospilised for just over 2 months. 
I did not reliase that my account was still debited by outsurance. 
When I found that it was still debited I called and spoke to a consultant, who then canceled that policy.
I asked outsurance in writing on 2 occasions to refund the premiums since January 2021.
I was given no reply.
I called customer care,and again I was not assisted.
I'm highly disappointed as through the years we always received excellent service from outsurance. 
I haven't fully recovered from my illness,and lost a lot of income.
Please assist 
Sandhiya Beharie 
**********",1,5,2
"Meeting the need everytime A great big shout out to Outsurance, in all my years of having insurance i have never received such empathic, efficient services.  Always go the extra mile never meeting the want but exceeding in meeting the need.  Exceptional experiemce when needing them.",1,5,14
"AWESOME SERVICE AS USUAL :) I WOULD CHOOSE AND RECOMMEND OUTSURANCE AT ANY STAGE TO ANYONE,I WAS MUGGED NOT LONG AFTER I INSURED MY PHONE,IPAD AND OTHER PORTABLE THINGS AND GUESS WHAT THEY HELPED ME OUT EFFICEINTLY AND MADE SURE I GET BACK ONLINE AS SOON AS POSSIBLE. SPECIAL SHOUT OUT TO FRANCIEN STRAUSS,WHO MADE SURE ALL WENT WELL FOR ME THANK YOU.",1,5,1
"Exceptional  Customer Care and Support received from Carey Victor I would like to take a moment to personally thank Carey Victor from the Pet Insurance team of Outsurance who has provided me with exceptional customer care and support in taking up insurance for my pets today. Carey has gone above and beyond the call of duty and has exceeded my every expectation! 

Outsurance has never been one of my preferred insurers, however, after having dealt with Carey today, my opinion of the company has changed for the better and I firmly believe that it is individuals such as Carey who improve and maintain customer as well as brand loyalty. 

Thank you again for all the support you have provided me with today and keep up the great job that you are doing!",1,5,36
"Big thank you for your traffic wardens Although I am not insured with Outsurance (yes I have a cheaper insurance) I just wanted to let Outsurance know how much I appreciate their staff as traffic wardens.
I frequent the Greenstone area where robots are often not working. Their help makes such my life such much easier. Well don Outsurance",1,5,14
"Excellent Service Outsurance I have been with Outsurance for a long time now and whenever I submitted a claim, it was always handled swiftly and efficiently. The consultants are always friendly and extremely helpful. Outsurance never looks for loopholes not to honor a claim.",1,5,8
"EXCELLENT CUSTOMER SERVICCE If it were up to me everyone in this world would be insured through OUTsurance!!
Everything is hassle free, from the processes to the staff who are super friendly and helpful. 
I put in my claim after my vehicle was hijacked the process was so smooth and fast. I'm really happy I made the decision of insuring my vehicle with them. 
From now on everything from life to building is going to be insured by them. 
WELL DON GUYS!!! You have given me a reason to smile again. 
Your service is out of this world, I will never stop talking about you....",1,5,4
"Top top service by Jason Pollen A month ago I was from a funeral when my car started acting up. I towed it home. So stressed and exhausted, I called OUTsurance for assistance and got the best advisor ever. First thing first, he asked me to save my airtime he’ll call me back. He called immediately afterwards.

He asked me couple of questions not interrogation. Gave some advises and assured me my car will be fixed I shouldn’t worry. Called the dealership to organize everything. Everything he had promised, he’d delivered. I guess that’s why they call themselves Woolworths grade. 

Thank you Jason Pollen. Never met a consultant like you. Keep it up brother. You are a ⭐️.",1,5,8
"TRUE TO THERE ADVERT . I have to compliment outsurance  in paying me R1500 because they could not beat the quote on my insurance.AS THE OTHER COMPONIES ATVERTISE ON TV AND NEWSPAPERS TO PAY OUT IF THEY CAN NOT BEAT THE PRIZE,LIKE IWIZE AND MY WAY. BUT THEY DONT SO WELL DONE OUTSURANCE IF EVER I NEED INSURANCE AGAIN I WILL CONSIDER YOU.",1,5,24
Mr Thomas Baloyi Gugu Khumalo good customer service 👌🏻,1,5,10
"The go to Insurance Dear Erin Johnson from the claims department I can't express my gratitude enough on how good your service was when you were assisting me. Times are though and sadly in our society we have to deal with crime as well and an insurance company like Outsurance has had my back all the time and I'd like to thank you for that , I also would like to thank you for people like Erin that drives your service. 

I would and most properly always refer people to Outsurance as this insurance has never let me down and the awards you see on the television adverti*****t is so true. 

In closing once again thank you very much guys.",1,5,79
"Excellent Customer Care and Service Received from Tumi Mauptlane I would like to take a moment to personally thank Tumi Mauptlane from Outsurance for the excellent customer care and service which I have received from her today. 

Outsurance hasn't been one of my preferred insurers ever since I have required insurance, however, after having dealt with and been assisted by Tumi today, my view on Outsurance has changed for the better and I would highly recommend both friends as well as family members to consider Outsurance as an insurer of choice. 

Thank you again, Tumi! Keep up the amazing work that you are doing!",1,5,36
"They did it again!! After my wife's car accident they did it again! 
Excellent communication and follow-up from the person who handled my claim both with myself, my wife and the tow truck driver. And from there onwards I have been kept in the loop with respect to the body shop that is repairing my car. What a pleasure to remain a client of Outsurance and having in the past, on two occasions, received a nice outbonus. Thank you Outsurance.",1,5,32
"WELLDONE OUTSURANCE  you were and still is the best out there thank you Outsurance for getting involved with my worst night mare out there getting canned by  two black carn artists and almost lost thousands 
I contacted outsurance  there  was no but sir or that sir or any typical well known insurance tricks to try to get out off a claim They got stuck in and problem solved within a day or two
you guys were and still is the best out there
WELL DONE",1,5,165
"Outsurance - Insurance Claim Once again outstanding service by the Outsurance team in keeping my business protected, a big thank you to Mr Erwee, who I have dealt with previously but this time had the pleasure of meeting, the independent investigator Mr Poovalingham as well is such a wonderful gentleman, thank you guys for all the advice and assistance, really went the extra mile for me!",1,5,2
"Great Service Thank you to Masha from Outsurance who went out of her way to reduce my insurance premiums, definitely an asset to Outsurance",1,5,2
"OUTsurance- Mish Olifant She is one of the best consultants I’ve engaged with. She’s always there to assist and give the best advise . Well done Mish, keep up the good work. 
OUTsurance - you got yourself a great asset!!!",1,5,69
"Awesome service! I was so pleasantly surprised when I updated my details after getting a job after being retrenched earlier this year, when Outsurance actually reduced my monthly premium!! I thank God that I can say that I've been claim free for years, but I also LOVE the claim free bonus that I receive!! 😄",1,5,23
"Excellent service at a stressful moment My bus broke down about 200km away from me on a Saturday. I called Outsurance spoke to a Joseph Rakgata (business claims), he was extremely helpful my vehicle was towed over 300km to be near a suitable mechanic. At claim stage they were very good at constantly informing me of the progress .I would like to make special mention of Ma-vie Martin (manager) on getting my claim resolved quickly. I was under a lot of pressure losing money daily because my bus was not on the road. All the staff you answered the phone and tried to assist were extremely professional it just proves that I made a great choice by insuring my vehicles with Outsurance.  Thank you .",1,5,14
"Great service and experience, thank you. I have pet insurance with outsurance. I must say. I am very pleased. They are excellent, and pay claims fairy quickly, usually 3 working days and we have been compensated (mainly because the bank transfer takes time to reflect). Great rates too. 

Thank you for a pleasant experience. Insurance is always a hassle, but you guys have made it a pleasure, and we can rest assured knowing our pets are covered.",1,5,18
Outsurance We had a breakin at our house and the personell and specifically Jaco Cilliers the assessor helped us make this a painfee experience!  THANK YOU OUTSURANCE FOR YOUR SPEEDY AND QUICK SERVICE AND PAY OUT!,1,5,5
"Bad Service from OUTSURANCE My experience with OUTSURANCE is very bad, First I had to get quotes regarding a claim, then had the company write a letter stating that the item needs to be replaced. Then trying to amend my policy took ages, I even sent a e-mail regarding this but still not fixed. After we eventually sorted the policy amendments out my premium was suppose to come down but to my horror Outsurance 2 days after my original payment  was deducted another amount was also taken off my policy, so instead of paying a reduced premium I now paid a lot more. Due to Outsurance's processes I could NOT speak to the same person and had to speak to a number of people.",1,5,11
OUTSURANCE PROVIDES OUTSTANDING SERVICE Wow what fantastic service I received from Outsurance.  I recently joined them for cover on my house which has a thatch roof.   We had very bad winds about two weeks ago and the roof was badly damaged and a section blew off.   Outsurance immediately sent someone to temporarily fix the roof and then sent a very friendly assessor out to check the roof.  In a matter of a few days my claim was approved.  Thank you Outsurance for giving me such OUTstanding fantastic service.,1,5,4
Life Cover Great service from Bongani Ntuli.Quick and helpful.,1,5,1
"Claim no: **********26 Claim no: **********26. Excellent service I received from Tshepo Maleka. I was doing a third party claim. He called me and he was so friendly and connected well with me, he treated me with respect, he also value me. He kept on updating me about the claim and also made the claim process much easier and convenient. I am looking forward taking car insurance with outsurance in future because of the quality service and personal touch. Thanks Tshepo for Meeting and exceeding my primary need.",1,5,6
Speedy processing of vehicle accident claim I had a claim that was very well processed and authorized on the same day by Suren Bunsee and Rethabile Aphane. Thanks to both of them for the excellent customer service and communication.,1,5,1
Best Service Thanks to Kabelo Lengosane for the best service ever!,1,5,1
Best Great,1,5,2
"APPRECIATION FOR SIVIWE NKOMBISA : OUTSURANCE : PORT ELIZABETH RECEPTION Good afternoon.  I would like to express my appreciation and gratitude for a gentleman that works in the reception of the Outsurance branch in Port Elizabeth - SIVIWE NKOMBISA.  Siviwe is always polite, friendly, helpful, impeccably dress and ""walks"" the extra mile to assist me.  Oursurance, you have a big asset in Siviwe.  The service that I get from Outsurance, is also EXCELLENT.  You definitely ""practice what you preach"" in your adverti*****ts.  With great appreciation.  Michal Grobbelaar - **********082 - Outsurance policy number OT **********7.",1,5,6
Exellent Spoke to Luzuko Ngubo. Had excellent service from him. Thanks alot for the awesome job 👏 We need alot of people like you.,1,5,4
"EXCELLENT SERVICE FROM OUTSURANCE Good day.  I would like to express the excellent service I got this morning when I updated my insurance policy.  The person that helped me, was Trevor Lepati.  He was extremely helpful and friendly.  Well done Trevor.  
The to the gentleman working at reception in the Outsurance office in Port Elizabet.  Unfortunately I forgot to get his name, but whenever I go to the Outsurance office, he goes out of his way to assist me.  He is so professional in his work and Outsurance has a great asset in him.
I will definitely recommend Outsurance to anyone.  They are excellent.  Thank you Outsurance.
Regards.  Michal Grobbelaar. Policy number OT**********7. Cell **********",1,5,6
"Outstanding , Efficient Service Outstanding service from Francina Matlala claims , Praven Naidoo , Outsurance broker , Dylan Reddy Assessing manager , Vicky Maharaj assessor. Outsurance you have provided a seamless claims process from start to finish. I still cannot believe that you have settled a claim from incident to replacement in 7 working days. Wow. Francina your service was impeccable. Outsurance claims process is simple and efficient. Thank you Outsurance. Highly recommended with 5 stars.",1,5,1
"Great service Never had an issue with Outsurance when I was claiming for a windscreen replacement or accident payout on my car insurance.

They always call you back when you request a call back and are always friendly when calling.",1,5,7
"Awesome service from Outsurance I want to thank the whole team who assisted me with my claim. They were more than awesome .
I received prompt replies from helpful and friendly staff. They even inquired about the wellbeing of my son after the accident. The claim was settled quickly , which enabled me to purchase another vehicle for my son. I can recommend OUTsurance to anyone without any hesitation. Linda Vorster",1,5,1
Great service Pleasurable experience would recommend to others,1,5,8
"Excellent service all round Outstanding service from ALL departments. Quick, helpful, professional!",1,5,13
Great Telesales I received really wonderful service from Phello Moerane from the telesales department. Thank you.,1,5,20
